,company,country,description,location,review,salary,star,title
9,MVF Global,United Kingdom,"In 2013, MVF topped the Sunday Times Tech Track as the fastest growing tech company in the UK, and this year was also named the business with the 50th fastest...",London,3,None,40.8,SEO Analyst
0,Bloomberg,United Kingdom,"SSEOMS TradeDesk Analyst. Some of our TradeDesk Analysts challenge themselves in an exciting leadership role. Our ever-expanding array of technology, data, news...",London,535,None,44.4,SSEOMS Tradedesk Analyst
1,Just Eat,United Kingdom,"Proficiencies in payments data analysis (SQL and Excel required). Data analysis to understand the payments ecosystem, suggesting improvements and enhancements....",London,39,None,40.8,Payment Analyst
2,Bloomberg,United Kingdom,Some of our TradeDesk Analysts challenge themselves in an exciting leadership role. Using our 'Instant Bloomberg' chat system and innovative tools such as...,London,535,None,44.4,TOMS Tradedesk Analyst
3,Citi,United Kingdom,"Our rigorous validations cover both technical and functional aspects of Model Risk Management, including the technical assessment of adequacy of the modeling...",London,11065,None,44.4,Modeling/Scoring/Analyst 4
4,NBCUniversal,United Kingdom,Ability to apply business intelligence and data analytics to forecast and analyse data/trends. Attention to detail and ability to work with large amounts of...,London,1333,None,51.6,FP & A Analyst
5,Thomas Cook,United Kingdom,We are now accepting applications for an Optimisation Analyst to join our OneDigital team based in London. Experience of applying data and insight to inform...,London,787,None,44.4,Optimisation Analyst
6,IPG Mediabrands,United Kingdom,"A lot of our work is about gathering insight from data, to find out where our clients’ online visitors are coming from, what they want and how they can be...",London,127,None,43.8,SEO Analyst
7,Clarivate Analytics,United Kingdom,"The Scientific Analyst will have responsibilities that include, but are not limited to:. Manipulating large data sets using MS Access, T-SQL, C#, VBA and/or...",London,6,None,43.2,Scientific Analyst
8,Badoo,United Kingdom,"Badoo is looking for an energetic and enthusiastic Analyst to join our Payments team. Solid experience in a fast paced environment, preferably Mobile/eCommerce...",London,5,None,51.0,Payments Analyst
9,Twentieth Century Fox,United Kingdom,"Construct, validate and monitor data accumulation for financial reporting. Ability to manipulate and work with large quantities of data. Term of contract:....",London,221,None,51.6,Cost Analyst
5,Granta Design,United Kingdom,"Focus on data collection to add new materials to our data products. Project work, typically involving a research phase using online search engines, an analysis...",Cambridge,None,None,None,Materials Data Analyst Internship (10-12 months)
6,Experis,United Kingdom,"Marketing Data Analyst. Data manipulation and analysis of data sets drawn from multiple sources. Manage, manipulate & query data from multiple sources to...",London,392,None,43.2,Marketing Data Analyst
8,IT Graduate Recruitment,United Kingdom,Graduate Data Analyst/Programmer- SQL. A keen interest in data analysis and a willingness to learn. They are now looking for bright graduates to join their...,London,None,"£22,000 - £27,000 a year",None,Graduate Data Analyst/Programmer- SQL
9,HM Treasury,United Kingdom,"You will work closely with other analysts in the team, thinking creatively and logically about analytical options, providing support and constructive challenge,...",London SW1A,5,"£32,000 - £43,124 a year",54.6,Analyst - Labour Markets/Distributional Analysis
0,Aspire Data Recruitment,United Kingdom,We are looking for a Graduate Statistical Modelling Analyst to join the Decision Science team of a large bank based in London....,London,None,"£27,000 a year",None,Graduate Statistical Modelling Analyst – SAS/SQL
1,Natures Way Foods Ltd,United Kingdom,We are growing and have a fantastic opportunity for a Reporting & Information Analyst to join our Finance team....,West Sussex,19,None,42.6,Reporting & Information Analyst
2,Euromonitor International,United Kingdom,"Directly relevant research experience is a requirement to join as an Analyst. Ability to work with and interpret data, as well as extract relevant strategic...",London,35,None,51.0,Analyst/Associate - Beauty and Personal Care
3,Amazon,United Kingdom,"Passionate about scaling and future-proofing processes, systems and data analytics. You have a passion for using data in order to drive business decisions....",London,18339,None,43.2,Business Analyst - 6 Months FTC
5,Exertis Micro-P,United Kingdom,Able to extract or take a data extract and manipulate data and deliver it in an acceptable format. You must be able to extract or take a data extract and...,Basingstoke,5,None,39.0,Supplier Performance Analyst
6,Lightsource Renewable Energy,United Kingdom,Related with Renewable Energy or/and data analysis. Monitoring requires internal support for performance data analysis....,Bath,5,None,51.0,PV Performance Analyst
7,Mondelez International,United Kingdom,Consumer & Shopper Insight Senior Analyst. Background in continuous data analysis and insight within FMCG or agency side....,London,1673,None,51.0,Consumer and Shopper Insights Analyst
8,Goldman Sachs,United Kingdom,"A role in our team revolves around building and maintaining long-term relationships with our clients, be that a senior portfolio manager or an analyst just...",London,924,None,51.6,"Securities, FICC, Credit Sales, Analyst, London"
9,Wood Mackenzie,United Kingdom,Analyst - Base Metals Markets. London or Guildford. Establish and maintain contacts with industry stakeholders to acquire proprietary data and knowledge....,London,14,None,41.4,Analyst - Base Metals Markets
0,MOO,United Kingdom,We are seeking a skilled and passionate data analyst to join MOO’s Data Warehouse team. This role is based in our London office and reports to the Data...,London,6,None,42.0,Data Engineering Analyst
1,Dyson,United Kingdom,"The Performance Media Analyst will identify performance issues through data interpretation as well as support the Marketing teams teams, CoEs (centers of...",London,101,None,43.2,Performance Media Analyst - CoE
2,McKinsey & Company,United Kingdom,"We work hard to create a positive work-life balance, offering the chance to work in an entrepreneurial, small team environment in Central London, and to help to...",London,293,None,52.8,"Associate Analyst - Finalta, McKinsey Solutions, London"
3,Goldman Sachs,United Kingdom,We provide real-time access to critical deal information and crunch billions of data points each day to inform firm-wide market insights and strategies....,London,924,None,51.6,"Technology - IMD - PWM - Portfolio Management Developer- Analyst, London"
5,Ricardo,United Kingdom,"As an Analyst, you’ll carry out research that underpins our consultancy work. From day one, you’ll be part of a team supporting senior consultants in delivering...",London,11,None,52.8,Analyst Consultant - Sustainable Transport
6,AY Energy Ltd,United Kingdom,Data Analyst / billing administrator / Junior Developer Join a growing Data Communications Team analysing data on the Company’s client base and respond quickly...,Northamptonshire,None,"£18,000 - £24,000 a year",None,Data Analyst / Junior Developer
8,Datatech Analytics,United Kingdom,MI Analyst – Negotiable Salary – Plus benefits – London – J9785. Monitor data quality and act upon findings....,London,None,"£30,000 a year",None,Management Information Analyst
0,Innovative Systems,United Kingdom,Data quality and data analysis. Data discovery and data management products; Master data management; We are known to our clients in more the 40 countries around...,London EC2A,3,None,55.2,Software Services & Support Internship (6-12 month placement)
1,Man,United Kingdom,"Play a vital role alongside the Data Researchers, Data Engineering and Quantitative Researchers in the production processing of new sets of data and ongoing...",London,25,None,52.2,Implementation Analyst
0,Santander,United Kingdom,"Proven experience in reconciliation or managing various data sets. As a Stress Testing Analyst, your main responsibilities will be:....",London,922,"£30,000 - £34,999 a year",51.0,Stress Testing Analyst â€“ London
3,SSE,United Kingdom,"You will also be responsible for data accuracy and the “so-what” of analysis outcomes. You will Integrate inputs from across teams, be responsible for data...",London,131,None,39.0,Commercial Analyst
4,Citi,United Kingdom,Experience in analyzing and manipulating large data sets preferable. Significant exposure to Citi’s sector/strategy/quants research analysts in EMEA and around...,London,11065,None,44.4,Senior Associate
5,William Hill,United Kingdom,"Risk Analyst & Operations – Shoreditch, London. Strong Data Analysis Skills. As part of our exciting growth plans in London, we are now looking to hire an...",London,523,"£45,000 - £55,000 a year",39.0,Risk Analyst & Operations
6,Amazon HVH,United Kingdom,"We are currently seeking an ICQA Data Analyst for our London site. You'll work closely with the Inbound, Outbound, and Inventory Control operations to analyze...",East London,18339,None,43.2,ICQA Analyst
7,Mondelez International,United Kingdom,Background in continuous data analysis and insight within FMCG or agency side. Proven experience in interrogating brand sales/share data to generate actionable...,London,1673,None,51.0,Consumer Insights Analyst
8,Vodafone,United Kingdom,"As a Beacon Commercial Analyst your main responsibilities will include:. As a Beacon Commercial Analyst, your skills and qualifications will ideally include:....",Newbury,2805,None,51.0,Mobile Networks - Programme Commercial Analyst
9,Anthesis,United Kingdom,"Sustainability Data Analyst. Data analysts provide the data, calculations and analyses which are core to Anthesis....",Oxford,None,None,None,Sustainability Data Analyst
0,HVS,United Kingdom,HVS London Office HVS are currently recruiting for an Analyst to work within their Consulting and Valuation team in London....,London,7,"£27,000 a year",44.4,Consulting and Valuation Analyst
1,Harnham,United Kingdom,"Data Analyst **Healthcare**. It is a collaborative yet innovative environment and they are looking for an Analyst with strong SQL and Excel, passionate about...",London,None,"£35,000 a year",None,DATA ANALYST **HEALTHCARE
2,ChannelAdvisor,United Kingdom,Service Operation Analysts perform essential tasks for our client portfolio. Primarily to evaluate large data-sets and work alongside our team of Campaign...,London,12,None,44.4,eCommerce Service Operations / Analyst
3,G-Research,United Kingdom,"Validating platform inputs (models, data feeds, structural changes) A significant part of the team's work focuses on analysing data to spot undesired...",London,None,None,None,Quantitative Operations Analyst
4,G-Research,United Kingdom,"Microsoft SQL to perform data manipulation tasks. Based in the heart of Central London, we are served by 5 stations and 6 tube lines, with the closest station...",London,None,None,None,Windows Operations Analyst
5,Groupe Crédit Agricole,United Kingdom,Liaise with Data Management Unit on the opening of accounts ; Check (CA-CIB as agent) or obtain confirmation (CA-CIB as participant) that Conditions Precedents...,London,432,None,44.4,Agency and Middle Office Analyst
6,Julie Rose Recruitment,United Kingdom,"Collaboratively (internal and with clients) design, specify, build and communicate data comparisons developed from existing data and propose new data...",London,None,"£25,000 a year",None,Data Analyst Consultant
7,Citi,United Kingdom,FRM is seeking to augment its Collateral Optimisation group in London through the addition of a new team member at Analyst or Associate level....,London,11065,None,44.4,FRM Analyst/Associate
9,Farfetch,United Kingdom,"Our team in Porto focuses on financial reporting and operations, while the Group Finance team in London is made up of Tax, Legal, Treasury and Commercial...",London,None,None,None,Finance Analyst
0,State Street,United Kingdom,"Data management, data quality, data dictionaries, data lineage, data architecture, data privacy, data reporting etc....",London,1353,None,42.0,Intern - Business Analyst- 6 months
1,Thomson Reuters,United Kingdom,"Good understanding of databases, data manipulation and data warehousing. Data warehouse team. Work with data warehouse project team to ensure data definitions...",London E14,2455,None,51.0,Business Intelligence Analyst
2,ECM Selection,United Kingdom,"Data Analyst, SQL, Advanced Excel, VBA, Materials, Central Cambridge. Junior Data Analyst (Materials), to £30k + exceptional benefits, Cambridge, leading...",Cambridgeshire,None,"£30,000 a year",None,Junior Data Analyst
3,Sky,United Kingdom,"This includes being involved in the preparation, analysis and presentation of data relating to project finances, delivery, risks, and issues....",Middlesex,93,None,42.6,PMO Analyst
5,Moody's Investors Service,United Kingdom,"Support new deal set-up, data capture (e.g., amendments), lifecycle data maintenance, data quality assurance and tracking support to the rating analysts within...",London,42,None,42.6,Financial Data Associate - German Speaker
6,CBRE,United Kingdom,"Liaison with research teams across Europe on data and forecast issues. In Central London, CBRE advises on more commercial property than any other adviser and...",London,1668,None,44.4,Analyst - Research
7,Acuris,United Kingdom,Ad-hoc data queries. Accurate and timely processing of deal data. Our Commercial Analytics team is looking to hire a Sales Analyst as it expands to meet the...,London,None,None,None,Sales Analyst
8,Allen Lane,United Kingdom,"The role will provide general support for all planning activities, providing analysis, consolidation data and insight....",London,None,"£42,000 - £47,000 a year",None,Group Planning Analyst
0,Bloomsbury,United Kingdom,"Experience of data processing using Microsoft Access/Excel. The role is a full-time temporary position, based at Bloomsbury Publishing Plc, 50 Bedford Square,...",London,None,None,None,Project Royalties Analyst - 6-month Contract
3,Knight Frank,United Kingdom,"As a Business Analyst you will be responsible for ensuring Knight Frank has the best business support applications available, to support the requirements of its...",London,42,None,51.0,Business Analyst
4,Teradata,United Kingdom,"Data warehousing, big data, data modelling and data analysis (M). Data analysis and data modelling (M). Data warehousing, big data, data usage, tools and...",London,105,None,44.4,Business Analyst
6,PI Benchmark,United Kingdom,PredictX is currently looking for an experienced Business Analyst with strong Project Management skills to join our growing business in our London office to...,London,None,None,None,Business Analyst
7,MVF Global,United Kingdom,Work closely with Data Engineering to optimise the underlying tables to ensure user data is returned fast. If you have a true passion for data and are driven to...,London,3,None,40.8,Business Analyst
8,Hiscox Ltd,United Kingdom,"Experience of projects with data modelling and/or MI/BI elements [Desirable]. Reporting to the CIO are 5 Heads of IT (covering UK and Ireland, Europe, Group and...",London,None,None,None,Business Analyst
9,SITA,United Kingdom,The Business Analyst identifies and understands business issues and processes. Coordinate securing of test data from client for development testing and user...,London,251,None,43.2,Business Analyst
0,Zoopla Property Group,United Kingdom,"This is a varied role within a growing and innovative organisation, offering the successful candidate a great opportunity to get involved with numerous projects...",London,3,None,55.2,Business Analyst
1,Gallup,United Kingdom,"Analysing external research, survey data sets and client metrics. Do you excel at analyzing data and identifying opportunities for improvement?...",London,106,None,43.8,Business Analyst
2,TH_NK,United Kingdom,"We are a team of consultants, creatives, analysts, data scientists, designers and engineers; We’re looking for a Business Analyst that has experience and...",London,None,None,None,Business Analyst
3,CAPCO,United Kingdom,Experience working as an Analyst within Financial Services/ Capital Market. Data Analysis and Interpretation - the ability to critically evaluate information...,London,71,None,43.2,Business Analyst
4,Block Solutions,United Kingdom,"Analyst (BA) role will be incorporated under the Block Digital Transformation Group. Proficient in the use of modelling tools, up to and including the level of...",London,None,None,None,Business Analyst
5,KBR,United Kingdom,10+ years of associated Business Analyst work experience. Examples of Business Analyst skills mapping to Level 4/5 using standardised Business Process Mapping...,London,2817,None,52.2,Business Analyst
6,thetrainline,United Kingdom,London Development teams cover all trainline.com ’s systems. Assist Product Owner and pro-actively undertake data analysis to support decisions and generate...,London,None,None,None,Business Analyst
7,Société Générale,United Kingdom,"It is your responsibility to ensure compliance with operational and conduct risk requirements (e.g data leakage, security policies and regulatory requirements)....",London,1154,None,44.4,Trader assistant - Metals Trading - Analyst
8,CACI,United Kingdom,"Means (NTM) including data retrieval and storage. Understanding of customer products such as Controlled Image Base (CIB1), Topographic Line Maps (TLMs), Digital...",Cambridgeshire,1059,None,44.4,"Geospatial Intelligence Analyst, Lead"
9,Harnham,United Kingdom,"Data Analyst - SQL, Python. THE ROLE - DATA ANALYST - SQL, PYTHON:. You will be a Data Analyst, and will be the first hire in a team improving the efficiency of...",Warwickshire,None,"£50,000 a year",None,"DATA ANALYST – SQL, PYTHON"
0,DBRS,United Kingdom,"Located in the London office, the fixed term Financial Analyst will join the European structured finance team and will be responsible for the following:....",London,4,None,39.0,European Structured Finance - Financial Analyst (Fixed Term Contract)
1,Fitch Group,United Kingdom,"Service Desk Analysts are primarily responsible for resolving queries that are picked up by themselves from the telephone, by ITSMtickets or have been assigned...",London,None,None,None,IT - Service Desk Analyst - London
2,Deloitte,United Kingdom,"Deloitte LLP is a limited liability partnership registered in England and Wales with registered number OC303675 and registered office at 2 New Street Square,...",London,5341,None,51.0,2018 Graduate Programme – Consulting – Human Capital
3,Goldman Sachs,United Kingdom,"Prior Data Analytics experience. The London team is responsible for reporting to external stakeholders in the EMEA region, including the reporting and...",London,924,None,51.6,Trade & Transaction Regulatory Reporting Analyst/Associate - London
4,IDO Data,United Kingdom,"Data & Analytics. Taking ownership for the gathering of required data, utilising our reporting tools to help build bespoke reports and data charts, and...",Peterborough,None,None,None,BI Analyst
5,Lloyds UK,United Kingdom,"Technical expertise regarding data models, database design development. Knowledge of the London Insurance Market Business Processes....",London,None,None,None,Business and Process Analyst
7,PA Consulting Group,United Kingdom,"Software Developer Analyst. Joining us as a Software Developer, you’ll work in collaboration with business analysts and software architects to provide...",London,22,None,51.0,Software Developer Analyst
8,Institutional Shareholder Services Europe Limited,United Kingdom,Gather data based on information in the company’s public documents. Assist our analysts by closely inspecting the agendas of annual general meetings....,London,None,£92 a day,None,Internship - Custom Research Analyst UK
9,Domino's Pizza Corporate,United Kingdom,We need someone who can take ownership of our data and champion a data driven culture where actionable insights inform our decision making....,Milton Keynes,11556,"£35,000 - £40,000 a year",43.2,Digital Analyst
0,BMCE Bank International,United Kingdom,Monitoring of the static data to ensure a better quality and accuracy of regulatory reports. Managing all aspects of client on-boarding and KYC processes in...,London,None,None,None,Compliance Officer Assistant
4,Dixons Carphone,United Kingdom,Insight Analyst - Data Scientist - Statistical modelling. Our Insight Analyst is accountable for supporting the Data Science work stream within the eCommerce...,Acton,339,None,32.4,Junior Data Scientist
5,Amazon,United Kingdom,Business Analyst responsibilities:. Amazon takes your personal data protection seriously and respects EU and local data protection laws....,Coventry,18339,None,43.2,Business Analyst
6,Burns Sheehan,United Kingdom,"Data Analyst - SQL/Tableau - Specialist Consultancy - up to £45k. Capable of managing large data sets. The role will be working within the analytics team,...",London,None,"£30,000 - £45,000 a year",None,Data Analyst - SQL/Tableau - Specialist Consultancy - up to 45k
7,University of Cambridge,United Kingdom,Research Strategy Analyst (Fixed Term). Applications are invited for the post of Research Strategy Analyst....,Cambridge,39,"£29,799 - £38,833 a year",51.6,Research Strategy Analyst (Fixed Term)
0,Weetabix,United Kingdom,"Data, data, data. If you’ve got a huge love for exploring data with a financial lens, producing insight and communicating it out then our S&OP Analyst position...",Burton Latimer,23,None,51.6,S&OP Data Analyst
1,Cornucopia IT Resourcing,United Kingdom,Markit EDM Support Analyst - London - up to GBP475 per day - 6 Months. Title - Markit EDM Support Analyst. Location - City of London....,London,None,£400 - £475 a day,None,Support Analyst
2,Sky,United Kingdom,"Analyst - Sky Media- Fixed Term Contract (FTC). Hands-on experience of analytical tools or languages (SQL, SAS) and third party data sources....",Middlesex,93,None,42.6,Analyst - Sky Media - St Albans and Osterley
3,Sentinel Recruitment Ltd,United Kingdom,Digital Data Analyst - Tableau/Qlikview/Adobe Analytics/Google Analytics/Reports/Excel - required by this superb media organisation based in London....,South West London,None,"£35,000 a year",None,Data Analyst
4,Talent Point,United Kingdom,Data Analyst - work with Machine Learning and Big Data. One of the UKs most successful E-commerce companies based in Central London is looking for a Data...,South West London,None,"£20,000 - £30,000 a year",None,Data Analyst
5,Next PLC,United Kingdom,"Analytically driven and leaning on data to drive decisions. Experience of relational and non-relational databases, understanding cookie usage / leverage, DMPs...",Enderby,2583,None,42.0,Data Business Analyst
8,Sociable Pharma,United Kingdom,Sociable Pharma is a division of Sociable Data Limited. Ability to compile and assimilate large amounts of research and data in a short time....,London,None,None,None,Healthcare Analyst
9,Efficio Consulting,United Kingdom,"Although based out of our new office in Piccadilly Circus, London, our BAs will be on client site up to 4 days a week and therefore need to be flexible to...",London,2,None,54.0,Business Analyst - London
0,Barclays,United Kingdom,"Digital Performance Analyst. Must possess a strong understanding of database concepts, access and integration from transactional databases, data warehousing,...",Northampton,3443,None,51.0,Digital Performance Analyst
1,Network Rail,United Kingdom,High level of computer literacy including ability to query and manipulate data. Assist The Systems Support Analyst in the provision of business support....,Milton Keynes,294,"£26,000 - £28,000 a year",44.4,Systems Support Assistant
2,The JM Group,United Kingdom,Global IT Organisation operating within Financial Services is hiring for a Data Analyst for their team based in London....,London,None,"£40,000 - £50,000 a year",None,Data Analyst
3,Friday Media Group,United Kingdom,"The Graduate Web Analyst will sit within Friday Media Group’s Traffic & Insights team. Someone who has a clear passion and enthusiasm for data analysis, is...",Sayers Common,20,"£20,000 a year",40.2,GRADUATE WEB ANALYST
4,Balyasny,United Kingdom,"O Key economic data release. Passion about financial markets, economics, historical pattern, data analysis. Screen/process research reports and financial data...",London,2,None,54.0,"Intern, Fall/Winter Macro Research Analyst"
5,HomeAway,United Kingdom,"Exciting opportunities have arisen at HomeAway for Analysts , LPO to join our Global Growth Marketing team. Drive continuous improvements of the landing pages &...",London,75,None,52.2,SEO Analyst - Landing Page Optimisation
6,James Fisher Testing Services,United Kingdom,"James Fisher and Sons plc , Testconsult is an innovative and fast growing company. Manually interpret data for fault diagnosis and resolution of data issues....",Royston,None,None,None,Data Analyst
8,Bearingpoint,United Kingdom,"Start a career in management consulting in London. You must be numerate, have dataanalyticalskills and be proficient in Microsoft Excel....",London,120,None,43.8,"Analyst (Graduate) London, United Kingdom Full Time"
0,KPMG UK,United Kingdom,Review and distillation of data:. AutoReq ID 127792BR Job Title Restructuring Targeting Financial Analyst Country United Kingdom Location London Function Deal...,London,3632,None,51.0,Restructuring Targeting Financial Analyst
1,Inspired Selection,United Kingdom,Be involved in data management operations. Are you passionate about using data to gain insights into customer behaviour and trends?...,London,None,None,None,Customer Insight Analyst
2,M&G Group,United Kingdom,An opportunity has arisen for a Valuation Governance Analyst to join our Data Management team. Data Management supports the business in strategic programmes and...,London,None,None,None,Valuation Governance Analyst
3,Verisk Analytics,United Kingdom,Data Analyst London Market. Our Verisk Insurance Solutions business is looking for a Data Analyst with data management skills and London Market experience to...,London,36,None,43.2,Sr Data Analyst
4,State Street,United Kingdom,"Undertake credit analysis on a portfolio of real money funds (collective investment schemes, pension schemes and other investment vehicles) arising from the...",London,1353,None,42.0,Credit Analyst
5,RocketMill,United Kingdom,Working within our Data & Insight team you will report to our Head of Data & Insight and work closely with internal and external teams to implement technical...,Brighton,None,"£25,000 - £40,000 a year",None,Digital Analyst
6,Diageo,United Kingdom,"The Rolling Financial Forecast Analyst will be responsible for:. Data, Anaplan COE) to co-ordinate each implementation through to completion....",London,373,None,51.6,Rolling Financial Forecast Analyst
7,Northumbrian Water,United Kingdom,"We have an exciting opportunity for a Data Analyst to join our Customer Field Services team, which is primarily responsible for operating and locating leakage...",Chelmsford,3,"£24,808 - £31,010 a year",60.0,Data Analyst - Customer Field Services
8,Barclays,United Kingdom,"As an Insight Analyst, your main responsibilities will involve:. As an Insight Analyst, your skills and qualifications will include:....",London,3443,None,51.0,Attribution Manager
9,Aimia,United Kingdom,Coordinate and support analysts and market research teams as required to deliver against agreed timings and budgets....,London,74,None,42.6,Junior Retail Consultant
1,DataTech Search and Selection,United Kingdom,CRM Data Analyst - £Competitive Salary - Plus Benefits - London. If you have the ability to work in a fast paced environment analysing customer and campaign...,South East,None,None,None,CRM Data Analyst
2,2nd City Resourcing,United Kingdom,"You’ll need to come from a business with volumes of data where you’re responsible for data management, data analysis and modelling....",Warwickshire,None,£300 a day,None,Data Marketing Analyst (6 Month Contract)
3,Ecom Recruitment,United Kingdom,"Analytics, customer insight, Tableau, SQL, SAS, data extraction, data transformation, data manipulation, data modelling. Customer Insight Analyst....",London,None,"£39,000 a year",None,Customer Insight Analyst
4,Cranberry Panda,United Kingdom,"Experience in a Customer Insight Analyst, CRM Analyst or Multichannel Insight Analyst role or equivalent, preferably within retail and/or fashion (but not...",London,None,"£40,000 - £50,000 a year",None,Customer Insight Analyst
6,easyJet,United Kingdom,"Improving the understanding and adoption of data science across easyJet, by providing support and advice to business stakeholders and analysts....",Luton Airport,59,None,43.8,Data Scientist
9,QA Apprenticeships,United Kingdom,Data Take On. Reconcile related data received from 3rd parties against company data using predefined methods. Data Reporting and development....,London EC3A,None,£327 - £346 a week,None,Data Analyst Apprentice
0,Euromoney Institutional Investor,United Kingdom,You would join a dynamic and growing steel practice area responsible for delivering research and data subscription products and consultancy services....,London,14,None,51.6,Steel Analyst
1,Hertz Europe,United Kingdom,"Ability to create compelling presentations, effectively presenting data and analysis. Key-result areas Provides hand-on support for 'ad-hoc' and scheduled...",Uxbridge,138,None,43.2,Franchise Analyst
2,Credit Suisse,United Kingdom,Credit Suisse is seeking an Assistant Vice President stress testing analyst to support the Scenario Analytics Stress Testing team within the Credit Analytics...,London,980,None,44.4,Stress Testing Analyst
3,Aldermore,United Kingdom,Driving an insight and decisioning culture that champions the innovative use of both online and offline data....,Reading,2,None,42.0,Visualisation Analyst
4,Electrocomponents plc,United Kingdom,Please apply online and upload your CV in English and follow any instructions online. You will be highly proficient in the use of Excel with the ability to...,Corby,7,None,39.0,Reward Analyst
5,FIS,United Kingdom,"The Derivatives Utility provides customers with derivatives clearing operations and technology services for trade clearing, trade lifecycle management, margin...",London,1130,None,42.6,Derivatives Clearing Analyst
6,Expedia,United Kingdom,"We seek to gather data as fast as possible, and move. Everyone’s ideas are equal in the face of hard data. Why should you consider a role at Expedia London?...",London EC1V,469,None,51.0,GDS Air Analyst
7,PA Consulting Group,United Kingdom,"User Experience Analyst. Strong attention to detail and the ability to analyse problems and data. We’re focused on conceiving, designing and delivering smart,...",London,22,None,51.0,User Experience Analyst
8,LV=Careers,United Kingdom,"You’ll bring an impressive track record of demonstrable strategic vision and hands-on business analyst experience, preferably with some of this gained in a Life...",Bournemouth,None,None,None,Busines Analyst
9,Euromonitor International,United Kingdom,"Experience of manipulating and interpreting data. Ability to work with and interpret data, as well as extract relevant strategic insights....",London,35,None,51.0,Analyst - Packaging
0,Datatech Analytics,United Kingdom,Establish access to an ever growing pool of data. Database Analyst – Negotiable Salary – Plus Benefits – London – J9188....,London,None,None,None,Database Analyst
1,SoftBank Vision Fund,United Kingdom,"Conduct due diligence on new public market investment opportunities by researching, reading financial statements and market data....",London,None,None,None,Senior Investment Associate
2,Argus Media,United Kingdom,Job Title Fertilizer Analyst. Analyst role in a financial services organisation. Reporting to Senior Analyst – Fertilizer Subscription Services....,London,10,None,43.8,Fertilizer Analyst
4,NP Associates Limited,United Kingdom,"Data Scientist / Analyst, Python, Big Data, Futures & Options, HFT. Big Data / Big Data Platforms. Whilst you may currently be an experienced Data Scientist /...",London,None,"£40,000 - £65,000 a year",None,"Data Scientist / Analyst, Python, Big Data, Futures & Options, HFT."
5,Moody's Investors Service,United Kingdom,"RTS is looking for an Associate Ops Analyst to join the team. Provide daily support to Moody’s Global Rating Groups as well as Operations, Data and Controls by...",London,42,None,42.6,Associate Operations Analyst
6,Recruit Mint Ltd,United Kingdom,"Junior Data Analyst. Accurate data recording skills. As a Junior Data Analyst, you will immerse yourself in the detail and depth of our client’s platforms and...",Saint Ives,3,None,39.0,Junior Data Analyst
7,PI Benchmark,United Kingdom,"We are looking for innovative, passionate, dedicated and enthusiastic individuals who will add to our collaborative dynamic team here in London....",London,None,None,None,Graduate BA
8,Goldman Sachs,United Kingdom,"The firm is headquartered in New York and maintains offices in London, Frankfurt, Tokyo, Hong Kong and other major financial centres around the world....",London,924,None,51.6,"Internal Audit, Technology Audit, Analyst/Associate, London"
9,Clearwater People Solutions Ltd,United Kingdom,Key experience for the Data Analyst:. Pull data from Datawarehouse and carry out data manipulation and data analysis on large data sets....,Brighton,None,None,None,Data Analyst - Graduate to Mid Level
0,Venn Group,United Kingdom,"Within this position as a Data Analyst, you will:. Our client, a leading automotive retail and manufacturing company requires an experienced Data Analyst, to...",Berkshire,32,£10 - £15 an hour,40.8,Data Analyst
1,SQ Computer Personnel Limited,United Kingdom,"Data Analyst, Data Entry, Excel, Reporting, JY/4679. Key Responsibilities of the Data Analyst:. My client is looking for an Academy Data Analyst who will...",Reading,None,£10 - £15 an hour,None,Data Analyst
2,Haybrook,United Kingdom,"Data Analyst, Data Entry, Excel, Reporting, JY/4679. Key Responsibilities of the Data Analyst:. My client is looking for an Academy Data Analyst who will...",Reading,None,£10 - £15 an hour,None,Data Analyst
3,Jonathan Lee Recruitment Ltd,United Kingdom,A Data Analyst is required to provide support for a Warwick and Coventry based luxury car manufacturing organisation....,Warwickshire,6,£15.00 - £19.40 an hour,52.8,Data Analyst
4,Tate,United Kingdom,Data analysis using Excel · Report writing (on your findings/trends/patterns) in Word· Using and applying data to satisfy local workforce planning requirements·...,Winchester SO23,24,£14 - £15 an hour,42.0,Data Analyst
5,1st Choice Staff Recruitment Ltd,United Kingdom,Assistant Data Analyst. As an Assistant Data Analyst you will be responsible for:. Updating and entering new data on to system....,Huntingdon,None,"£15,000 - £18,000 a year",None,Assistant Data Analyst
6,Bank of America,United Kingdom,Experienced in data analysis. Here in our London office we are looking for a Quantitative Financial Analyst to our Model Performance team....,London,18605,None,44.4,Quantitative Finance Analyst
7,Ralph Lauren,United Kingdom,Involvement in dealing with ad hoc and regular reporting and data requests from US Corporate FP&A and wider finance/management....,London,1383,None,44.4,FINANCIAL PLANNING ANALYST - E COMMERCE
8,Herbert Smith Freehills,United Kingdom,The New Business Intake Data Analyst will assist with the data cleansing of both client and matter and associated data in the legacy practice management systems...,London,11,None,52.2,New Business Intake Data Analyst (CAA) - 12mth FTC
9,Fitch Group,United Kingdom,"Pharmaceutical & Healthcare Industry Analyst - London. Training is very much hands-on, and will be directed by senior analysts....",London,None,None,None,Pharmaceuticals & Healthcare Analyst
0,Aviva,United Kingdom,Support Group stakeholders on ad-hoc analysis that requires data extraction and report production. We are accelerating our strategy through innovative practices...,Norwich,746,None,44.4,AGC Finance Analyst
