,company,country,description,location,review,salary,star,title
4,ITL Australia,Australia,5 + years as an end-to-end Business Analyst on large scale programs working with a team of BAs. Develop detailed data and system functional/non-functional...,Sydney NSW,None,None,None,Consultant
9,Sirius Recruitment,Australia,"& T > Business Analyst. 3-5 years of business process improvement, data analysis and system functional / non-functional analysis experience....",Sydney NSW,3,$800 a day,43.2,Business Analyst - Wealth
0,Michael Page,Australia,They are looking for a skilled Analyst to work closely with the Management Team to provide business analysis/management reporting capabilities as well as...,Sydney Central Business District NSW,157,None,42.0,Reporting & Business Analyst - Infrastructure Investment Firm
1,DFP Government,Australia,"Proven experience with data monitoring and analysis, ideally within the Public Sector. Proven experience with collecting and analysing data and identifying...",Sydney NSW,None,None,None,Business Analysts
4,Peoplebank,Australia,"Data driven approach with strong analytical, reporting, communication and organisational skills. Experience using digital marketing data and insights, plus CRM...",Sydney NSW,2,None,54.0,Digital Marketing Analyst
6,Ethos BeathChapman,Australia,Business Process Analyst- ITIL /ITSM/Six Sigma. Information & Communication Technology > Business/Systems Analysts. To....,Sydney NSW,None,$800 a day,None,Business Process Analyst - ITIL/ITSM
0,Robert Walters,Australia,"The role will develop a data migration strategy and work with Data Migration Analyst to perform data analysis activities, data mapping, development of migration...",Sydney Central Business District NSW,33,None,43.8,Data Migration Lead
1,Paxus,Australia,"Design and architecture, large data sets; Ensure availability of databases and data servers through server maintenance, regular audits, and analysis....",Sydney NSW,None,None,None,Digital Reporting Analyst
2,Huxley IT,Australia,"Data analysis experience using SAS, SQL, Tableau or other analytical tools is desirable. Producing timely, accurate and relevant analysis on operational risk,...",Sydney NSW,None,None,None,Senior Analyst - Reporting and Analytics
3,Greythorn Specialist Technology Recruitment,Australia,"The Data Management Analyst will work closely with the business units and data owners to develop and implement data quality processes, to ensure high data...",Sydney NSW,6,None,52.2,Data Management and Analysis Specialist | SAS
5,Hays,Australia,Knowledge of Sap and data migration. Analysis of support data and stakeholder impact. An exciting new opportunity has recently become available for an...,Sydney Central Business District NSW,466,None,42.6,Digital Communications and Change Analyst
7,Programmed Professionals,Australia,An IT experience into data manipulation skills (data mining / deep diving)capable of using complex datasets to provide data driven insights and support...,Sydney NSW,None,None,None,Pricing & Promotions Analyst - Retail
8,Michael Page,Australia,"During this stage of growth and development the need for an experienced Data Analyst has arisen, someone who can business partner across multiple disciplines,...",Parramatta NSW,157,"$90,000 - $110,000 a year",42.0,Finance Sales Analyst - FMCG
9,Peoplebank,Australia,In conjunction with the new forms product is two way data integration with both internal and external data suppliers....,Sydney Central Business District NSW,2,None,54.0,Test Analyst
0,en world,Australia,"Working closely with key stakeholders, the Demand Analyst is responsible for delivering increased sales forecast accuracy....",Sydney NSW,None,"$85,000 a year",None,Demand Analyst
1,Huxley,Australia,"You'll use your expertise to provide recommendations on changes, execute the integration of systems, create documentation, source to target data mapping and...",Sydney NSW,6,"$192,000 a year",43.2,Simcorp Dimension Analyst / Programmer
2,Medtronic,Australia,"Demonstrated people leadership in a supply chain planning or supply chain management capacity, leading planners, analysts, inventory management and master data....",North Ryde NSW,1274,None,51.0,Supply Chain Planning Mgr
3,Michael Page,Australia,"Analyze and interpret research data and reports, and monitor the success rate of grants and contracts to improve forecasting....",Sydney Central Business District NSW,157,None,42.0,Analyst | Government | 2 years Fixed Term Contract
4,Anton Murray Consulting,Australia,"Research Analyst – Mining / Property. Working with one of the leading global tier 1 investment bank’s research departments, this opportunity is for an...",Sydney NSW,None,"$50,000 - $100,000 a year",None,Equity Research Analyst – Mining or Property – 12 Month Contract
5,Morgan McKinley,Australia,You will be a confident communicator adept at interpreting complex financial data and presenting to non-finance stakeholders....,Sydney Central Business District NSW,10,"$60,000 - $80,000 a year",42.0,Financial Analyst
6,Peoplebank,Australia,Basic data analysis and SQL skills. They are looking for a Business Analyst for an initial 6-month contract based in North Ryde....,Macquarie Park NSW,2,None,54.0,Business Analyst - eCommerce/Supply Chain
7,Perpetual,Australia,"Challenging systems role extracting and manipulating big data. Previous experience in reporting, systems or analyst roles (preferably within Human Resources...",Sydney NSW,9,None,43.2,"Systems and Reporting Manager, People and Culture"
8,MEC,Australia,You will have the ability to turn data and campaign analysis into compelling stories. GroupM leads and shapes media markets by delivering performance enhancing...,Sydney NSW,107,None,43.2,MEC | Digital Associate Manager
9,Michael Page,Australia,"IT Business Analyst - 12 Month Contract. Gather, review, categorise and document information from numerous sources regarding data, function and process...",Sydney NSW,157,None,42.0,IT Business Analyst - 12 Month Contract
0,Marsh,Australia,Investigate and analyse data to develop best practice solutions. Mercer is a global market leader and we have the opportunity for a Legislative Analyst to join...,Sydney NSW,139,None,43.2,Legislative Analyst
1,BAE Systems,Australia,"Critically assessing Operational data, trends and changes for finance impacts. The ability to use and apply theoretical knowledge and historical data to current...",Garden Island NSW,2153,None,44.4,Asset Performance Analyst (LogEng)
2,Finite,Australia,Experience with Data Governance and understand best practice. Do you have a background in IBM Information Governance Catalogue (IGC)?...,Sydney NSW,None,None,None,Business Analyst-Info Governance Catalogue (S12)
3,Hays,Australia,Collecting data from contract and rebate activity reports. Your new company....,Sydney NSW,466,None,42.6,Rebate & Claims Analyst
4,Michael Page,Australia,Business Analyst x 2. Update and maintain data in the financial management systems to ensure accuracy and integrity of data....,Parramatta NSW,157,"$80,000 - $90,000 a year",42.0,Business Analyst- Not For Profit organization
5,Huxley IT,Australia,"* You will be responsible for designing and developing scorecards across the credit life cycle such as application, behaviour, fraud and collection scorecards...",Sydney NSW,None,None,None,Quantitative Analyst
6,Michael Page,Australia,"Strong Web developer, HTML, CSS, Javascript Award winning Marketing SME client About Our Client Highly innovative fast growing, award winning SME client...",Sydney Central Business District NSW,157,"$70,000 - $100,000 a year",42.0,Web Developer/Marketing Analyst
7,Clicks IT Recruitment,Australia,"Apply expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how our users interact with data....",Sydney Central Business District NSW,None,None,None,Information Analyst - SQL
9,MEC,Australia,Looking for a passionate and ambitious media analyst who wants to advance their career working on clients on well-known Global FMCG and Entertainment client s ....,Sydney NSW,107,None,43.2,MEC | Media Analyst
0,Robert Walters,Australia,Data Analyst Experience. This is a Junior to Midlevel Adobe Analytics Analyst. This role will sit in the Sydney CBD location assisting other Analysts....,Sydney Central Business District NSW,33,None,43.8,Adobe Analytics Analyst
1,Hays,Australia,Merging SAP data to support and drive the overall effectiveness of the supply chain as well as analysis of KPI results....,Sydney Western Suburbs NSW,466,None,42.6,Supply Chain Analyst
2,people2people,Australia,Previous experience in a similar Sales/Product Analyst position. This top ten global market leader is inspiring the world with innovative products every day....,Sydney Central Business District NSW,11,None,56.4,Sales & Marketing Analyst
3,Aurec Human Capital Group,Australia,"Solid technical business analysis, ability to analyse data integration and data flows. With addition of New Data Carriage requests, modification of Data...",Sydney NSW,None,None,None,"IT Business, Analyst, Start Asap, Modern Office"
4,Ethos BeathChapman,Australia,"Technology focus covers Data, Reporting, Digital and User Computing. Ideal candidate is a technical business analyst that is looking to pursue an Enterprise...",Sydney NSW,None,None,None,Architecture Analyst
0,Robert Walters,Australia,Use historical data to develop accurate sales forecasts. In the forecasting analyst role you will have the following responsibilities:....,Sydney Central Business District NSW,33,None,43.8,Forecasting Analyst
1,Greythorn Specialist Technology Recruitment,Australia,Look for known Fraud qualities in data. A love of solving puzzles or the ability to look at data differently. Strong understanding of SAS and SQl as all of the...,Sydney NSW,6,None,52.2,Fraud Analyst
2,Robert Walters,Australia,Data entry experience. Check external data sources and background checks. Review and approve amendments to static data for existing clients....,Sydney Central Business District NSW,33,None,43.8,Onboarding Analyst
3,Robert Walters,Australia,The Quantitative Analyst will sit in the CBD corporate office. The Quantitative Analyst will be working on pricing models within the Risk Management Group....,Sydney Central Business District NSW,33,None,43.8,Quantitative Analyst - Pricing Models
4,Human Capital Management Australia,Australia,Data analysis/ data migration of package application solutions and reporting using Excel and reporting tools. Lower North Shore....,Sydney NSW,None,"$140,000 a year",None,Functional/Business Analyst
5,Domain Group,Australia,"Most of our tech stack lives in the AWS cloud, with several sites still using data centre hardware. Do you want to work on one of the most visited sites in...",Sydney NSW,4,None,60.0,QA Analyst / Automation Tester
6,Accenture,Australia,Strong data analysis experience & attention to detail. The Strategic Talent Sourcing Analyst will elevate our Sourcing function....,Sydney NSW,11394,None,51.0,Talent Sourcing Analyst (6 month contract)
7,interactive inc,Australia,Working knowledge with Data Warehouses & database concepts. Want to work with one of Australia’s fasting growing software development & data analytics agencies?...,Sydney NSW,None,None,None,Web Analyst
8,Interactiveinc Recruitment,Australia,Working knowledge with Data Warehouses & database concepts. Want to work with one of Australia's fasting growing software development & data analytics agencies?...,Sydney NSW,None,None,None,Web Analyst
9,Robert Half Australia,Australia,Experienced IT Business Analyst. Understanding of data flows between systems. CBD based client is currently looking for a permanent IT Business Analyst to work...,Sydney NSW,5416,None,44.4,IT Business Analyst | Business Systems & Applications | CBD
0,Moody's Investors Service,Australia,"Provide a knowledgeable perspective to fellow analysts throughout the credit process. In addition, the analyst will have some coverage of the regional and local...",Sydney NSW,42,None,42.6,"Vice President - Senior Analyst, Public Project & Infrastructure Finance"
1,Morgan McKinley,Australia,One of Australia's leading property groups has an exciting opportunity for a motivated Risk Analyst to join their team based in their prestigious Sydney CBD...,Sydney Central Business District NSW,10,"$80,000 - $100,000 a year",42.0,Risk Analyst
2,Dematic,Australia,Analysing data and developing models to determine the Ideal option for the customer. We are currently looking for an enthusiastic Solutions Development Analyst...,Belrose NSW,67,None,43.2,Industry Consultant
6,Michael Page,Australia,"Demonstrated skills and experience in manipulating, analysing and reporting on complex data including data management and development of minimum data sets....",Sydney Central Business District NSW,157,None,42.0,BI analyst - SSRS
7,Paxus,Australia,Solid experience as a Business Analyst working on business process modelling projects (ideally using Sparx)....,Sydney NSW,None,None,None,Business Analyst (Business Process Modelling) - Contract - Sydney
8,Michael Page,Australia,"Prepare, analyse, interpret and present a range of finance reports and data. Competitive Salary Package....",Macquarie Park NSW,157,None,42.0,FP&A Analyst - ASX Listed - Macquarie Park
9,Hays,Australia,Maintain accurate records and data by ensuring that all documentation and issue-tracking data records related to the systems are maintained to prevailing...,Sydney Central Business District NSW,466,None,42.6,IT Systems Analyst
0,Profusion Group,Australia,"Ability to disseminate relevant and actionable insights from research and data. Partner with business stakeholders to collect, analyse and present data to...",Sydney NSW,None,None,None,Investment Insights Analyst
1,S2M,Australia,"You will form part of a global support group providing a ‘follow the sun’ support model. The team has an excellent reputation across our customer base, which...",Sydney NSW,None,None,None,Application Support Analyst
2,Michael Page,Australia,Data Analysis & Development Industry:. This an excellent opportunity for an .NET Junior Analyst Programmer to join our client and work in a hands-on role in a...,North Ryde NSW,157,None,42.0,Junior .NET Developer
3,Hudson,Australia,"Current processes involve significant manual data entry and records keeping as well as duplication of data between systems, increasing the risk of data loss and...",Sydney NSW,156,$600 - $800 a day,42.6,Business Analyst
4,Hays,Australia,Market leading financial organisation seeking an Account Services Analyst to join the team in Western Sydney. Your day to day duties will include gathering and...,Sydney Western Suburbs NSW,466,$27.21 an hour,42.6,Account Services Analyst
5,Hays,Australia,This large state Government department based in Parramatta has a fantastic contract opportunity for a Master Data Analyst to join them....,Sydney Western Suburbs NSW,466,$32 - $36 an hour,42.6,Senior Master Data Officer
6,Michael Page,Australia,"Working with the marketing team and external agencies (creative, media, printers, data and mail house), implement digital marketing tracking plans and deliver...",Sydney Central Business District NSW,157,None,42.0,Digital Campaign Analyst
7,Hays,Australia,"Development of new management reports, data validation, liaison with the off-shored Business Service Centre, problem resolution) as-well as other short term...",Sydney NSW,466,$60 - $65 an hour,42.6,Commercial Analyst
8,Michael Page,Australia,"They are now looking for a Web Analyst to join their team. Proven experience in web data and analytics, tracking methods, and testing methodologies;...",Sydney NSW,157,None,42.0,Web Analyst
0,Hays,Australia,We are looking for Business / Data Analyst with strong data skills to take an important role in supporting the implementation of a state-wide project....,Sydney Western Suburbs NSW,466,None,42.6,Business / Data Analyst
1,Firesoft Consulting,Australia,BI Marketing Campaign Analyst. Provide data support for end-to-end campaign execution. Design and build data mappings between the source and target....,Sydney NSW,None,None,None,BI Marketing Campaign Analyst
2,people2people,Australia,"Interpreting and conveying key insights into the channel data for your customers. Managing one of the company's largest divisions, as the Category Analyst, you...",North Ryde NSW,11,"$100,000 - $120,000 a year",56.4,Category Analyst | 12 month maternity leave cover
4,Michael Page,Australia,Analyse tender opportunities and convert raw data into logical business requirements. About Our Client....,Sydney Western Suburbs NSW,157,None,42.0,Procurement Analyst
5,Robert Walters,Australia,Leading Australian Investment Manager is recruiting an Investment Operations Analyst to join their high performing Sydney team....,Sydney Central Business District NSW,33,None,43.8,Investment Operations Analyst
6,Robert Walters,Australia,Exciting Project Manager / Business Analyst hybrid role working as part of a national Internal Systems team of a global IT vendor....,Sydney Central Business District NSW,33,None,43.8,Project Manager / Business Analyst
7,Peoplebank,Australia,Integration of package application solutions and Data Migration of package application solutions experience. Reporting to the IT Program Manager and/or Senior...,Mcmahons Point NSW,2,None,54.0,Business Analyst - Logistics/Transport
8,The Recruitment Company,Australia,Hard work is recognised and it’s a phenomenal environment for a project support analyst / PMO Coordinator to grow and take their career to the next level....,Sydney NSW,None,"$90,000 - $110,000 a year",None,Project Coordinator
9,Michael Page,Australia,Analysing current and past financial data and performance. Their high flying finance team is looking for a highly skilled Financial Analyst to join an exciting...,Ultimo NSW,157,None,42.0,Financial Analyst - 3 Month Contract - FMCG Giant
0,Hays,Australia,"Your new company This company are a large global bank based in Sydney and are a leading provider for a wide range of financial solutions to retail, business,...",Sydney Central Business District NSW,466,None,42.6,KYC Risk Analyst
1,Ashdown People,Australia,Looking for an experienced Business Analyst specialising in UAT & process mapping to join this organisation working on a new implementation.PART TIME The role....,Sydney NSW,None,None,None,Business Process Analyst - Thomson Reuters Implementaion
2,Chandler Macleod,Australia,Support Senior Process Improvement Analyst. Business Process Analyst - Financial Process Improvement. The Business Process Analyst will also be an extremely...,Sydney NSW,66,None,43.2,Business Process Analyst
3,people2people,Australia,Previous experience in a similar Marketing Analyst or Assistant Product Manager position. This top ten global market leader is inspiring the world with...,Sydney Western Suburbs NSW,11,None,56.4,Marketing Analyst
4,Interactiveinc Recruitment,Australia,Ability to tell compelling stories with data. Be a master of telling compelling stories with data. Requires a minimum 3-5 years experience in data analysis or...,Sydney NSW,None,"$100,000 a year",None,Digital Analytics Manager
5,Michael Page,Australia,Guide and advise less experienced Business Systems Analysts. Work closely with Test Analysts to ensure high quality solutions are implemented....,Sydney Central Business District NSW,157,None,42.0,Business Analyst
6,Hays,Australia,Improve how the websites performance is measured with data and insights. Your new company....,Sydney Central Business District NSW,466,None,42.6,Website Analyst Specialist
7,The Green Recruitment Company,Australia,Financial Analyst – Sydney – Renewable Energy. They are looking to expand their Sydney team with a Financial Analyst....,Sydney NSW,None,None,None,Financial Analyst – Sydney – Renewable Energy
8,Robert Walters,Australia,"Work withoverall program, Data delivery team, location engineering, assess system impacts. The Technical Business Analysts will sit in the Sydney CBD office....",Sydney Central Business District NSW,33,None,43.8,Technical Business Analyst
9,Randstad,Australia,"Experience with data management such as extracting, manipulating and merging large volumes of data. Reporting to the Marketing & Communications Manager, the...",Sydney NSW,9516,$36 - $40 an hour,43.8,data analyst
0,Opus Recruitment Solutions,Australia,"Understands reports, querying software, spreadsheets, dashboards, A/B testing, information architecture and data models....",Sydney NSW,None,"$75,000 - $90,000 a year",None,Technical Business Analyst
1,Huxley,Australia,"Business Systems Analyst (BSA) / Technical Business Analyst. System access, security, mobility, data integration, UI integration, data entry and reporting....",Sydney NSW,6,"$204,000 a year",43.2,Technical Business Analyst
3,Peoplebank,Australia,Experience with data management. We are currently looking for a Senior PMO Analyst for an initial 6 month contract....,Sydney Central Business District NSW,2,None,54.0,Senior PMO Analyst
4,Morgan McKinley,Australia,A household name is looking for credit risk analysts for both permanent and contract opportunities in the Sydney CBD....,North Shore NSW,10,"$100,000 - $120,000 a year",42.0,Quantitative Analyst
5,Michael Page,Australia,Extensive experience as a Process / Business Analyst. 6 Month Fixed Term Contract - Likely extension....,Sydney NSW,157,None,42.0,Business Analyst - Process Mapping
6,Avenir Consulting,Australia,"Managing the technology that serves as a central repository for stress testing & securing and management of the data you need, or influencing its production....",Sydney NSW,2,None,51.0,Stress Testing Project Traded Market Risk – Business Analyst / Consultant
9,Profusion Group,Australia,They will be responsible for understanding and reporting on the existing data in relation to the registry and commission systems....,Sydney NSW,None,None,None,Business Analyst - Fee Remediation
0,Robert Walters,Australia,"Highly developed analytical and reporting skills, working with complex data sets and analysis methods. 12 Month contract for an experienced Procurement Analyst...",Sydney Western Suburbs NSW,33,None,43.8,Commercial Analyst
1,Aurec Human Capital Group,Australia,"5 years' experience as a Systems Analyst or Technical Business Analyst in an ICT environment, with a proven ability to deliver complex systems analysis...",Sydney NSW,None,None,None,System Analysts
2,Susquehanna International Group,Australia,"Strong interpersonal and communication skills for interacting with traders, quantitative analysts, and other software developers....",Sydney NSW,13,None,52.2,Software Developer - C# (Tactical Team)
3,Nielsen,Australia,"Partner closely with commercial team, product leadership, analysts, technology teams, data science and operations departments....",Sydney NSW,1429,None,44.4,"Senior Manager, Media Operations"
4,Macquarie Group Limited,Australia,Macquarie is seeking to appoint an Analyst / Senior Analyst to join the Sydney Operational Risk team. Reporting to the Regional Operational Risk Director and...,Sydney NSW,30,None,52.2,"Analyst / Senior Analyst, Operational Risk"
5,Genworth Australia,Australia,The Risk Portfolio Reporting and Analytics Senior Risk Analyst will help enhance risk management by effectively identifying emerging risks and trends which...,Sydney NSW,2,None,51.0,Senior Portfolio Risk Analyst
6,Peoplebank,Australia,"Between 2 and 5 years' experience as a Data Analyst. Extract, manipulate and analyse data, code and extract data for marketing campaigns using SAS, Teradata SQL...",Sydney Central Business District NSW,2,None,54.0,Campaign Analyst
7,Michael Page,Australia,Deliver numerical analysis on financial data to Investment Team and investors. Being able to document and articulate key learnings from the data mining...,Sydney Central Business District NSW,157,None,42.0,Quantitative Analyst | Fin Tech
8,Michael Page,Australia,"The Client is a large organisation located in the Western Sydney region and is seeking a Business Process Analyst, to work in an innovative technological...",Sydney Western Suburbs NSW,157,None,42.0,Business Process Analyst
9,Aurec Human Capital Group,Australia,Contribute to innovative value-driven Data Science technical solutions. Highly developed skills in data visualisation (Tableau/Power BI etc.)....,Sydney NSW,None,None,None,Senior Data Scientist
1,Profusion Group,Australia,"As the Investment Risk Analyst, you will perform Investment compliance monitoring and generate Investment risk reports across various portfolios....",Sydney NSW,None,None,None,Investment Risk Analyst
2,ANSTO,Australia,"People Culture Safety & Security Analyst. The PCSS Analyst reports to the General Manager, Organisational Design and Operations....",Lucas Heights NSW,None,None,None,People Culture Safety & Security Analyst
3,Catenon,Australia,Responsibilities: * Maintain Master Policy and associated document templates. * Negotiate documentation on behalf of the Company for Delegated Underwriting...,Sydney NSW,5,None,43.8,Risk Policy Analyst
4,Michael Page,Australia,Facilitate RPA assessments for clients through data collection interviews and workshops. Experience RPA Business Analysis in a rapidly expanding organisation....,Sydney Central Business District NSW,157,None,42.0,RPA Business Analyst
5,Michael Page,Australia,"Gather, review, categorise and document information from numerous sources regarding data, function and process definitions. 6 Month Fixed-Term Conract....",Sydney NSW,157,None,42.0,Functional Business Analyst
6,Michael Page,Australia,Procurement Business Analyst. Ability to use excel to analyse large volumes of data is essential. My client is the largest independent electrical buying group...,Sydney Central Business District NSW,157,None,42.0,Procurement Business Analyst
0,HSBC,Australia,Assisting and allocate business Analysts to other digital teams as required. Personal data held by the Bank relating to employment applications will be used in...,Sydney NSW,8330,None,51.0,Digital Risk & Control Manager (Retail Banking)
1,Human Capital Management Australia,Australia,Software analyst and technical programming skills. Conduct ongoing quality reviews and analysis of data in CRM....,Sydney NSW,None,None,None,Oracle CX Business Analyst
2,DigitasLBi,Australia,"Our global workforce of 6,000 includes industry-leading creatives in each region, working with data scientists, technology experts and media specialists to...",Sydney NSW,126,None,43.8,Optimisation Lead
3,Morgan McKinley,Australia,Collect and analyse workforce data by extracting data from systems and using established data analysis protocols....,Sydney Central Business District NSW,10,$600 - $800 a week,42.0,Business Analyst - Workforce Planning
5,Blackwoods,Australia,"Leverage Blackwoods’ customer data, drive sales and. Lead and mentor a team of 5 Pricing Analysts!...",Sydney NSW,18,None,51.0,Pricing Manager
6,Hays,Australia,Safety & Risk Assurance Analyst. An established and innovative rail asset maintenance division is focussing on putting customer service of the epicentre of all...,Sydney Western Suburbs NSW,466,None,42.6,Safety & Risk Assurance Analyst
7,Hays,Australia,The role involves creating the demand plan by using the forecasting tool and prepping warehouse data to be inputted. Your new company....,Sydney Western Suburbs NSW,466,None,42.6,Demand Planning Analyst
8,Hays,Australia,This newly created team within an established government department is seeking an experienced Financial Analyst to join them for a 6 month contract....,Sydney Central Business District NSW,466,None,42.6,Financial Analyst
9,Hays,Australia,"Data analysis and integrity. Recommend, extract and manipulate data to ensure delivery of regular and adhoc reports. Your new company....",Sydney Central Business District NSW,466,None,42.6,Financial/ Modelling Analyst
0,Huxley,Australia,"Tell a story using data to gain buy in from stakeholders. Strong analytical skills, with the ability to interpret data for use in reports and presentations....",Sydney NSW,6,"$130,000 a year",43.2,Senior Insight Analyst
1,Huxley IT,Australia,"Tell a story using data to gain buy in from stakeholders. Strong analytical skills, with the ability to interpret data for use in reports and presentations....",Sydney Central Business District NSW,None,"$100,000 - $130,000 a year",None,Senior Insight Analyst
7,Susquehanna International Group,Australia,"Strong interpersonal and communication skills for interacting with traders, quantitative analysts, and other software developers....",Sydney NSW,13,None,52.2,Software Developer - C# (Risk Team)
8,Dimension Data,Australia,Diversity in Dimension Data. Define strategies for the optimal storage of data and define methods to maintain and manage data storage requirements according to...,North Ryde NSW,487,None,43.8,Service Delivery Capacity & Availability Specialist / Team Lead
0,en world,Australia,Commercial Analyst - Marketing. The Commercial Analyst role reports across the Executive team. Annual Total Compensation:....,Sydney NSW,None,"$85,000 a year",None,Commercial Analyst - Marketing
1,Michael Page,Australia,"A strong Test Analyst background is required to be successful for the role including. Ownership for creating and documenting Test Plans, Test Scripts, Test...",Sydney Central Business District NSW,157,None,42.0,IT Test Analyst - Law firm - Australian experience required
2,Paxus,Australia,Experienced Team Assistant / Admin Support Analyst with experience supporting large teams with administration duties....,Sydney NSW,None,None,None,Team Assistant / Executive Assistant ? Telco ? 6 month contract initially
3,Randstad,Australia,Randstad are on the lookout for a Business Analyst to be responsible for Analysing and translating complex data into concise reliable management information....,Sydney Central Business District NSW,9516,$550 a day,43.8,business analyst (access db/data gathering)
4,Greythorn Specialist Technology Recruitment,Australia,Data Analytics - review call data and understand challenges. 6 months contract with a view to extend |Based in Sydney CBD Our client is looking for Operations...,Sydney NSW,6,None,52.2,Operations Support Analyst
5,Opus Recruitment Solutions,Australia,"My client, A rapidly growing data analytics agency (aka) software development company is looking for a fantastic and experienced Senior Web Analyst to join...",Sydney NSW,None,"$90,000 - $100,000 a year",None,Mid-Senior Web Analyst
6,Michael Page,Australia,Fast paced organisation with brilliant team culture Fantastic opportunity for career development and progression About Our Client My client is an...,North Shore NSW,157,None,42.0,Pricing Analyst
7,people2people,Australia,Strong attention to detail and a knack for data manipulation will be essential as you will be preparing weekly KPI & Sales Reports in addition to monitoring...,Sydney Central Business District NSW,11,$50 - $70 an hour,56.4,Finance Business Partner | Financial Analyst
8,Michael Page,Australia,Responsible for data modeling and business systems integration. You will be an advocate for the role data and analytics plays in:....,Sydney Central Business District NSW,157,None,42.0,BI analyst/architect
9,Robert Walters,Australia,Proven experiences in a Data Analyst / Business Analyst capacity within Credit Risk area. Enhance risk data through improved capture and continuous improvement...,Sydney Central Business District NSW,33,None,43.8,Risk Data SME - Leading Domestic Bank
0,Robert Walters,Australia,Outstanding analytical skills with the ability to interpret data and analyse findings. This is an exciting opportunity for a Financial Analyst to join an...,Parramatta NSW,33,None,43.8,Financial Analyst
1,Avenir Consulting,Australia,"Analysis, research and of data from information vendors. A Blue Ribbon global financial markets institution are looking to acquire a new member of their team,...",Sydney NSW,2,None,51.0,Performance Analyst (Funds Management / Attribution / BA)
2,Michael Page,Australia,Advanced computer literacy (Microsoft Excel and Data extraction from ERP Systems). Advanced computer literacy (Microsoft Excel and Data extraction from ERP...,Sydney Central Business District NSW,157,None,42.0,Financial Analyst
3,SustainAbility Consulting,Australia,"Knowledge of data as an enterprise asset and data integration concepts. This Senior Technical Data Analyst will work with technical, project, and operational...",Sydney NSW,None,None,None,Senior Technical Data Analyst
4,Peoplebank,Australia,"Proficient in the use of Microsoft Office, especially Excel for data analysis and PowerPoint for presentations....",Sydney Central Business District NSW,2,None,54.0,Project Scheduler / PMO Co-ordinator
5,Anton Murray Consulting,Australia,"Mentor Analyst resources on complex investigations, technical troubleshooting, and customer service best practices....",Sydney NSW,None,"$100,000 - $150,000 a year",None,Technical Consultant – Fund Accounting-Asset Management Vendor
6,Michael Page,Australia,Comprehensive understanding of data visualisation techniques in Tableau. Join a business with a customer centric and data driven approach....,North Shore NSW,157,None,42.0,Digital Analyst
7,Michael Page,Australia,"Preferred 1+ years of management reporting experience, specifically in data gathering/reporting/analysis in a treasury or finance environment....",Sydney Central Business District NSW,157,None,42.0,Treasury Reporting Analyst
8,Become,Australia,"Digital Media Analyst. Bachelor’s degree preferably in information systems, engineering, data science, marketing, mathematics or statistics....",Sydney NSW,3,None,51.0,Digital Media Analyst
9,Huxley,Australia,Our client are looking for an experienced Business Analyst from the Buy-Side with 6-10 years of commercial experience and at least 2 years industry experience....,Sydney NSW,6,"$156,000 a year",43.2,Business Analyst - Sydney - Asset Management - $650-800
0,Microsoft,Australia,"5-10 years of related senior sales experience in four solution areas (Modern Workplace, Bus Apps, Apps +Infra, Data + AI)....",Sydney NSW,3516,None,52.2,Inside Sales Technical Sales Manager
1,Profusion Group,Australia,Skills in SQL and data analysis are highly regarded. Your strong business analysis and technical skills around data analytics will see you become an integral...,Sydney NSW,None,None,None,Systems Analyst - Web Applications
2,Robert Walters,Australia,"As a Quantitative Analyst / Developer, you will be working as part of a team which spans over different geographies....",Sydney Central Business District NSW,33,None,43.8,Quantitative Analyst/Developer
3,Greythorn Specialist Technology Recruitment,Australia,Data warehousing and Data modelling an advantage but not essential. Data Integration and Migration. Even better if you have experience across Big Data and open...,Sydney NSW,6,None,52.2,SQL Developer | ETL Analyst
4,Lawson Elliott,Australia,Data analysis of contract agreements and raw data. Specializing in technology services this ASX listed business that operates across the globe is looking for a...,Sydney NSW,None,"$65,000 - $70,000 a year",None,Revenue & Billing Analyst
5,u&u Recruitment Partners,Australia,Derive and drive end-to-end cross functional lean process improvement Contribute to ongoing success of a global market leader Multi-year program of work...,Sydney Central Business District NSW,None,"$130,000 - $150,000 a year",None,Senior Business Analyst - Process Improvement
6,Aurec Human Capital Group,Australia,"Understanding of various Data Warehouse Methodology's. Data cleansing, dashboard development, Structured Query Language (SQL)....",Sydney NSW,None,None,None,MS BI Developer/Analyst (Contract)
7,Michael Page,Australia,"And work with the Data & Integration Analyst to conduct system integration testing with ICT. Reporting to the Project Manager, you will work with the Business...",Sydney NSW,157,None,42.0,Testing & Training Analyst
8,people2people,Australia,Data administrative or Analyst skills from previous experiences. About the Company....,Sydney Western Suburbs NSW,11,None,56.4,Administrative Assistant
9,Robert Walters,Australia,An ASX listed financial services firm is currently hiring a Project Financial Analyst on an initial 6 month contract to work on a large scale project....,Sydney Central Business District NSW,33,None,43.8,Project Financial Analyst
0,Huxley,Australia,"Prior experience as a Technical Business Analyst or BI Analyst. Recent projects include data warehouse migrations, improving reporting capabilities and data...",Sydney NSW,6,"$151,200 a year",43.2,Technical Business Analyst -Teradata
1,Huxley,Australia,"Technical Business Analyst. Technical Business Analyst - Treasury. Deep knowledge of data flows , files and database structures....",Sydney NSW,6,"$180,000 a year",43.2,Technical Business Analyst - Treasury
