,company,country,description,location,review,salary,star,title
3,Robert Bosch (SEA) Pte Ltd,Singapore,"Able to interpret data in the system (good with numbers, conceptual design). Internship / Contract ( Entry Level / Junior Executive )....",Bishan New Town,2413,None,52.2,Business Analyst and Project Manager Support Intern
10,Citi,Singapore,"Focus on innovating new and better ways to create solutions that add value and amaze the end user, with a penchant for simple elegant design in every aspect...",Central Singapore,11065,None,44.4,Mobile Applications Development Supervisor
12,Honestbee,Singapore,"At honestbee, the data team works on all things data. We work cross-functional with software developers, data engineers, data scientists, and business...",Singapore,10,None,41.4,Senior BI Analyst
5,CMA CGM,Singapore,"Analyze and provide explanation for new trends, changes and anomalies in data. Continuously monitors and evaluate new and existing data sources to ensure APL...",Singapore,80,None,43.8,"Senior Analyst / Specialist, LTAM Planning"
6,APL,Singapore,"Analyze and provide explanation for new trends, changes and anomalies in data. Continuously monitors and evaluate new and existing data sources to ensure APL...",Singapore,41,None,42.0,"Senior Analyst / Specialist, LTAM Planning"
7,HP,Singapore,"Analyzes financial data to summarize findings, draw conclusions, and make treasury program recommendations to project teams....",Singapore,8617,None,51.0,Senior Treasury Analyst
8,"Red Hat, Inc.",Singapore,Ability to work with confidential data and adhere to high ethical standards. The Red Hat Asia Pacific Sales Operations team is looking for a Senior Sales...,Singapore,127,None,51.0,Senior Sales Operations Analyst
9,Credit Suisse,Singapore,You will perform detailed data analysis to assess and address data completeness and data sourcing gaps....,Singapore,980,None,44.4,Finance Change Business Analyst
11,Adecco Personnel,Singapore,"Exposure to other data visualization tools (Tableau, Qlik). We are seeking for a Business Analyst to be based in Compliance and Corporate IT Department....",Pasir Panjang,10892,None,43.8,Business Analyst for BI Applications
12,Softenger Singapore Pte Ltd,Singapore,Our client is seeking a dedicated Client Support Analyst to work with a global social media organization. Ideal candidates will be comfortable understanding...,Singapore,None,"$4,000 - $5,000 a month",None,Client Support Analyst (Japanese/Korean/Chinese/Vietnamese/Thai Speaking)
3,DBS Bank,Singapore,"Excellent and confident user of data bases, spreadsheets, and pivot tables. Business Continuity Planning (BCP) analyst coordinating with the different CUL teams...",Singapore,220,None,44.4,"Senior Associate / Associate - Business Analyst, Consumer Banking Group"
4,Rockwell Automation,Singapore,"Performs economicresearch and studies in the areas of rates of return, depreciations,working capital requirements, investment opportunities,...",Singapore,539,None,51.0,SENIOR BUSINESS ANALYST
5,Aston Carter Singapore,Singapore,"Good knowledge of Finance Data. Ensure SIT coverage is comprehensive – functionality, data integrity and quality....",Singapore,None,None,None,Senior Business Analyst
6,Page Personnel,Singapore,"Partnering with us, they are looking for a Sales Analyst to join their team! Experience with using at least one data mining tool, such as Business Objects, SAS,...",Singapore,85,None,39.0,Sales Analyst
7,Kelly Services-Singapore,Singapore,"By submitting your curriculum vitae or personal data to us in connection with your job application, you. Use and disclosure of your personal data by us and our...",Singapore,9502,None,44.4,Sales Surveillance Analyst
8,Tangspac Consulting Pte Ltd,Singapore,"The Business Analyst has a primary role that includes driving requirements gathering, specification, project coordination, design, testing, documentation, and...",Singapore,None,None,None,Senior Business Analyst (Regulatory Trade Reporting)
9,Manpower Staffing Services (S) Pte Ltd,Singapore,Please note that your response to this advertisement and communications with us pursuant to this advertisement will constitute informed consent to the...,Tanjong Pagar,None,"$5,000 - $8,000 a month",None,MS CRM System Analyst
11,Sciente,Singapore,An exciting opportunity for Business Analyst with good understanding and experience in Anti-Money Laundering ( AML )....,Singapore,None,None,None,Senior Business Analyst – AML
12,Cargill,Singapore,"Champion data as a corporate asset, ensuring the value realization of the investments Cargill is making in the data and information areas are captured....",Singapore,1826,None,43.8,Regional Technical Architect
5,Amaris,Singapore,"Basic Awareness about Technology (SQL/PLSQL), ideally with IBM data cap/ Smart form. Would be responsible to interact with the business users directly to...",Singapore,29,None,40.8,Business Analyst Commodity/Trade finance
6,Citadel Search,Singapore,"Analytical, data driven approach with an attention to details. They are hiring a Senior Analyst, Purchasing to support vital operations in the organization....",Singapore,None,None,None,"Senior Analyst, Purchasing (9 months Contract)"
7,Michael Page,Singapore,"Analyst data and keep up to date on the market developments (such as competitor offerings, technology, trends etc)....",Singapore,157,None,42.0,Consultant - Factory 4.0 Automation
8,Tangspac Consulting Pte Ltd,Singapore,"Firm understanding of IT concepts (web services definition, user interface design and data use modelling). Responsible for leveraging information gathering and...",Singapore,None,None,None,Senior Business Analyst (BPM/Business Process Management System)
9,Sciente,Singapore,Creates test data and test environment; A well-established and fast-paced digital business is seeking for Test Analysts to join them!...,Singapore,None,None,None,Test Analyst
10,Government Technology Agency,Singapore,"As a Business Analyst, you are:. Review system testing, integration testing and data conversion documents to verify that specifications are met....",Singapore,None,None,None,Business Analyst/Senior Business Analyst
12,Softenger Singapore Pte Ltd,Singapore,We are seeking a dedicated client support analyst and the group focuses on working closely with internal Sales and account management teams as well as external...,Singapore,None,None,None,Customer Service Agent/Senior Process Executive – Singapore Location
3,Dentsu Aegis Network Singapore,Singapore,"Ability to learn independently and understand how different Data Visualisation solutions work (dashboard reporting, data connection with API / CSV Import, etc.)...",Tanjong Pagar,None,None,None,Owned Media Analyst
5,Robert Walters,Singapore,About the Sales Operations Analyst Role:. Experience in working with large data sets. Great career progression opportunities await the right person in this...,Singapore,33,None,43.8,Sales Operations Analyst
6,Page Personnel,Singapore,Innovative work environment Excellent growth potential About Our Client Our client is a well-established international company that provides visual-audio...,Singapore,85,None,39.0,Sales Operations Analyst
7,NTT Security,Singapore,"Security Analyst, Security Engineer, etc). Documenting and tracking appropriate metrics to measure and analyse course effectiveness, knowledge retention,...",Singapore,12,None,41.4,"Regional Security Instructor, APAC"
8,Singapore Tourism Board,Singapore,You should possess at least 5 to 7 years of relevant experience in data analyst or working on data quality. Manage data integration to create a robust tourism...,Singapore,14,None,43.8,"Manager, Data Quality"
10,Cogs Agency,Singapore,"Digital Media Analyst. Tracking and tagging, generating insights from data and making recommendations and reporting and data visualization....",Singapore,4,None,60.0,Digital Media Analyst
11,Aryan Search Pte Ltd,Singapore,As the main contact of the data project teams in other regions to facilitate the APAC implementation of data change for non-APAC OTC reporting regulations....,Singapore,None,None,None,Business Analyst (Client On boarding)
12,Robert Walters,Singapore,Great career progression opportunities await the right person in this exciting Application Support Analyst job....,Singapore,33,None,43.8,Production Support Analyst
3,Chris Consulting Pte Ltd,Singapore,"Ensures projects and enhancements align with the Data Governance, Quality, Big Data Analytics and Strategy....",Singapore,None,None,None,Senior Director – Analytics and Financial Planning
4,Brandwatch,Singapore,"As a team, we strive to enable and advance our clients’ use of social data by taking them from data, to insights to actions that have a real business impact and...",Singapore,3,None,51.0,Project Manager - Singapore
5,Apple,Singapore,Experience using big data log collection and correlation tools for data analytics. This role is an integral part of the security controls that Apple uses to...,Singapore,4219,None,52.2,Senior Cyber Security Analyst
6,CenturyLink,Singapore,"Track measurements for the analyst relations program and share analyst feedback to key stakeholders. CenturyLink offers network and data systems management, big...",Singapore,2043,None,42.6,Influencer Relations Manager
7,Vital,Singapore,"Proven working experience as a data analyst. Technical expertise regarding data models, database design development....",Singapore,59,None,43.8,Senior Manager (Corporate Planning)
8,Ambition Singapore,Singapore,"Salary: Negotiable Singapore Job Type: Permanent, Full time Attractive Salary Package Great salary package and benefits International Financial Company...",Singapore,None,None,None,Senior VBA/Excel/C# Developer - FICC
10,Kelly Services-Singapore,Singapore,"Experience in IT or data focused projects. By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to...",Singapore,9502,None,44.4,Business Analyst (BCBS239) - Contract
12,Wood Mackenzie,Singapore,"Senior Analyst, Asia Energy Storage. Contribute to P&R's Research's growing base of data tracking and database-oriented products and services....",Singapore,14,None,41.4,"Senior Analyst, Asia Energy Storage"
3,Web Professional House,Singapore,"Works with the Business Analyst to recommend and design solutions which meets customers’ needs, delivering technical visualizations of proposed solutions for... read more",Singapore,None,None,None,Solutions Architect
4,Flex,Singapore,"Document Control and Change Analyst Engineer.  Ensures data accuracy and completeness of documentation including logs, reports and distribution.... read more",Kallang,3200,None,51.0,Document Control and Change Analyst Engineer
5,Career Hub,Singapore,"Create router optimisation reports based on collected data. Carry out domain analyst, Ad Server management and optimisation duties.... read more",Singapore,None,None,None,Sales Analyst / Executive
6,Ethos BC Global,Singapore,"More than 7 years of experience working as a Business Analyst within General insurance domain. Integrate data analytics, product metrics, user experience... read more",Singapore,None,None,None,"Business Analyst, General Insurance"
7,Government Technology Agency,Singapore,"As a Technical Services Consultant, you will collaborate with a team of business analyst, solution architect, project manager passionate about developing the... read more",Singapore,None,None,None,Technical Services Consultant (Network)
8,Adecco Personnel,Singapore,"Understand data sourcing requirements, map them to Data Models, identify gaps, and design solution for gaps. Good knowledge of data models and its linkage.... read more",Pasir Panjang,10892,None,43.8,Business Analyst - Infrastructure
9,DTCC,Singapore,5-10 years in a business analyst or project management role (or similar). Project Manager - Singapore.... read more,Singapore,181,None,43.8,Project Manager
10,Singtel,Singapore,"We are looking to expand the cyber security R&D team with an experienced data analyst. Bachelor Degree in Computer Science, Computer Engineering, Mathematics,... read more",Singapore,152,None,43.8,Cybersecurity - R&D Engineer (Data Analyst)
11,Paypal,Singapore,"The Senior Incident Response Analyst will be responsible for managing and protecting system, network, application, and data assets of PayPal properties globally... read more",Singapore,718,None,44.4,Senior Incident Response Analyst
12,Michael Page,Singapore,"Analyst data and keep up to date on the market developments (such as competitor offerings, technology, trends etc).... read more",Singapore,157,None,42.0,Consultant - Factory 4.0 Automation
4,Ignite Talent Asia,Singapore,"You’ll compile data from various sources, analyse information and create client reports which are highly actionable....",Singapore,None,None,None,Business / Strategy Consultant
6,Aryan Search Pte Ltd,Singapore,We are currently looking for Business Analyst (Client Reference Data) role with one of the billion dollar company based in Singapore....,Singapore,None,None,None,Business Analyst (Client Reference Data)
9,Dentsu Aegis Network Singapore,Singapore,Assists analyst in collating and synthesizing data from research tools. Compiles data and information from multiple sources to create reports....,Tanjong Pagar,None,None,None,Account Executive
12,Ambition Group Singapore Pte Ltd,Singapore,"Data Analyst wanted for a leading Hedge fund firm! Strong experience in Data cleaning, Data mining and segmentation techniques....",Singapore,None,None,None,Data Analyst (AVP/ VP)
3,DTCC,Singapore,5-10 years in a business analyst or project management role (or similar). Project Manager - Singapore....,Singapore,181,None,43.8,Project Manager
4,Sciente,Singapore,"Knowledgeable in Object Oriented Programming (OOPS) and related concepts like Abstraction, Inheritance, Data Structures, JDBC, , Multithreading, Design Patterns...",Singapore,None,None,None,Application Analyst – Core Java
6,Tableau,Singapore,"Analyst relations is a bonus! You love understanding data, patterns and trends. We help people see and understand their data....",Singapore,24,None,42.0,Public Relations Manager
7,Web Professional House,Singapore,"Works with the Business Analyst to recommend and design solutions which meets customers’ needs, delivering technical visualizations of proposed solutions for...",Singapore,None,None,None,Solutions Architect
8,Paypal,Singapore,"The Senior Incident Response Analyst will be responsible for managing and protecting system, network, application, and data assets of PayPal properties globally...",Singapore,718,None,44.4,Senior Incident Response Analyst
10,Government Technology Agency,Singapore,"As a Technical Services Consultant, you will collaborate with a team of business analyst, solution architect, project manager passionate about developing the...",Singapore,None,None,None,Technical Services Consultant (Network)
11,Ambition Group Singapore Pte Ltd,Singapore,"Data provided is for recruitment purposes only. Exposure to Data analytics, alpha capture, systematic trading model/evaluation and back testing....",Singapore,None,None,None,Quant Analyst
12,Robert Walters,Singapore,About the Trade Capture MO Structured Rates Analyst Role:. One of the leading investment banks is seeking for a Trade Capture MO Structured Rates Analyst to...,Singapore,33,None,43.8,Trade Capture MO Structured Rates Analyst
3,Singtel,Singapore,"We are looking to expand the cyber security R&D team with an experienced data analyst. Bachelor Degree in Computer Science, Computer Engineering, Mathematics,...",Singapore,152,None,43.8,Cybersecurity - R&D Engineer (Data Analyst)
4,Michael Page,Singapore,"You will also carry out review and complete GMP documentations of data sheets and carry out QC sample receipt, assay and release procedures....",Singapore,157,None,42.0,QC Lab Analyst (Pharma Manufacturing)
5,Allscripts Solutions,Singapore,Data Conversion and Interface. Expert level knowledge of Allscripts data schema. Demonstrate proficiency with Interface or data conversion development and...,Singapore,385,None,43.2,Senior Technical Integration Consultant
6,Q2 Solutions,Singapore,"Assist in resolving pending tests and/or cancel/re-select laboratory analyst tests, where required. Investigate, resolve and remove standard and more complex...",Singapore,8,None,40.8,Senior / Laboratory Operations Associate (Singapore)
7,Singapore Academy of Law,Singapore,"(A) Human Resource Information System (""HRIS"") Analyst. Capture, report and analyse data, trends and metrics to provide insights and decision support to the...",Singapore,None,None,None,"ASSISTANT MANAGER / MANAGER, HUMAN RESOURCE & ADMINISTRATION"
8,Hays,Singapore,"Within Data Analytics team, working closely with various Data Analysts including Data Engineers, Data Scientists and Business Analysts to provide support on...",Singapore,466,None,42.6,Deputy Manager - Business Analytics
9,Uber,Singapore,"Ability to develop analysis based on CRM data in a scalable manner. What You’ll DoLead high priority initiatives including (but not limited to) org structure,...",Singapore,302,None,43.8,"Sales Operations Manager, UberEverything - APAC"
11,Ingersoll Rand,Singapore,"Record-to-Report Business Systems Analyst. Data Flow, Systems and Process Mapping Knowledge Preferred. Accounting Principles and Accounting Data Flow Knowledge...",Jurong,708,None,43.8,Record-to-Report Business Systems Analyst
3,Standard Chartered Bank,Singapore,"3 to 5+ years of experience in a user research, qualitative research, or industry analyst position. On an ongoing basis, gather data from various sources to...",Singapore,1801,None,51.6,"Associate, User Experience Manager"
4,Dimension Data,Singapore,"Diversity in Dimension Data. In so doing, they perform debugging and data resolution activities. They have knowledge of all Dimension Data product, service and...",Kallang,487,None,43.8,Senior Consultant
5,Aryan Search Pte Ltd,Singapore,Proficient in data analysis using spreadsheet-based and/or SQL querie. We are looking for a Business Analyst (Cash Management) for a permanent role for one our...,Singapore,None,None,None,Business Analyst experienced in Cash Management
6,Adecco Personnel,Singapore,Examine financial data and credit history to determine credit risk. LCCI / Diploma / Degree holder....,Bukit Merah,10892,None,43.8,Credit Analyst (MNC/ up to $5000)
7,GECO Asia Pte Ltd,Singapore,"GECO Asia values the data privacy rights of our customers, associates, partners and prospective applicants. We have a privacy policy that governs our collection...",Singapore,None,None,None,Oracle Database Administrator - DBA in Singapore (89751)
8,OCBC Bank: SG,Singapore,"Well versed in functional setup and knowledge of Enterprise Data Warehouse. Work with Solution Architects, Data Modelers, Systems Analysts, and Source system...",Singapore,127,None,44.4,Business Analyst (Risk Management)
9,Hays,Singapore,"Proven experience in BI and big data technologies. Strong Experience in SQL, Data Modelling, building business logic and semantics layers....",Singapore,466,None,42.6,Business Intelligence Lead
10,Ignite Talent Asia,Singapore,Managing a team of data analysts. Creating compelling reports and drawing insights out of data. Curious and driven to understand data and trends....,Singapore,None,None,None,Senior Manager – Data Analysis & Insights
12,Converzion,Singapore,"Based in Singapore and working for a dynamic regional team with other technologists, data analysts and project managers, as an early member of the Singapore...",Central Singapore,None,None,None,Web and Graphic Designer
3,Analytic Partners,Singapore,"Data Processing and Model Development. Experience with data visualization tools such as Tableau, Spotfire, etc....",Singapore,2,None,42.0,Senior Marketing Science Analyst
4,GIC Investment,Singapore,"Assist in determining the cross-application and cross-component data standards, application integration standards, and change-management strategies....",Tanjong Pagar,None,None,None,"AVP/VP, Enterprise Integration Engineer"
5,KPMG,Singapore,"Professional certifications such as EnCase Certified Examiner (Guidance Software), AccessData Certified Examiner (ACE), SANS GIAC Certified Forensic Analyst...",Singapore,3632,None,51.0,Cybersecurity – Digital Forensic and Incident Response
6,Career Hub,Singapore,"Work on data extraction, visualisation and reporting to ensure quality data / accuracy at all times. Ensure timely processing of all data exchanges....",West Singapore,None,None,None,Business Systems Analyst
7,Sciente International Pte Ltd,Singapore,Ability to analyze data and recognize pattern to find discrepancy; We are looking for a candidate with an aptitude in technical development to be an Application...,Singapore,None,None,None,Application Analyst (SMART/400) (JD#3623)
8,DELL,Singapore,Support the operate of the global Permissions Management Centre to ensure real time or near real time data management and application of customer preferences....,Central Singapore,5905,None,51.0,"Director/Senior Director, APJ Business Insights and Operations"
10,Singtel,Singapore,Candidates with experience writing SQL/SAS queries and pulling data from enterprise data warehouse will also have added advantage....,Singapore,152,None,43.8,Senior Business Analytics Manager (Mobile)
12,Mintel Group,Singapore,Experienced analyst as project manager and individual contributor. Capability to interpret data and perform product gaps analysis....,Singapore,None,None,None,Associate Director (Consulting)
0,Dow Jones,Singapore,"The Data Solutions team is integral to Dow Jones Data Strategy. The AML Analyst, Data Solutions will be responsible for ensuring accurate, complete and up-to...
read more",Singapore,138,None,44.4,"AML Analyst, Data Solutions (1-year Contract to Perm)"
1,Hickey and Associates,Singapore,"Minimum five years of experience in commercial real estate, urban planning, economic development, investment promotion, and/or data analytics....
read more",Singapore,None,None,None,Senior Location Analyst
2,Faststream Recruitment,Singapore,"Monitor data quality of the software solution provided to the client,. It's a great opportunity for a Business Analyst, Project Manager or Software Support...
read more",Singapore,None,None,None,Customer Success Manager [Maritime Software]
3,Legal Technology Staffing,Singapore,"International Forensic Analyst. Preserve termed employee data as requested. Our client, a Fortune 50 Corporation with offices around the world, has an immediate... read more",Singapore,None,None,None,International Forensic Analyst (Singapore)
4,Dimension Data,Singapore,"Diversity in Dimension Data. In so doing, they perform debugging and data resolution activities. They have knowledge of all Dimension Data product, service and... read more",Kallang,487,None,43.8,Senior Consultant
5,Morgan McKinley,Singapore,"Experience in documentation review for account opening, static data maintenance &/or KYC experience, preferably from Corporate Clients / MNCs.... read more",Singapore,10,None,42.0,KYC Analyst (1 year contract)
6,New Step Search Pte Ltd,Singapore,Desktop and Trading Floor Support Analyst*. They are seeking an IT Support Analyst who has extensive experience in working within a trade floor or banking... read more,Central Business District,None,None,None,Desktop and Trading Floor Support Analyst
7,Standard Chartered Bank,Singapore,"3 to 5+ years of experience in a user research, qualitative research, or industry analyst position. On an ongoing basis, gather data from various sources to... read more",Singapore,1801,None,51.6,"Associate, User Experience Manager"
8,Aryan Search Pte Ltd,Singapore,"Understands concepts of Data Standards, Data Models, Data Mapping , Data Tool. Knowledge of ETL/ELT and worked in Data Warehouse projects.... read more",Singapore,None,None,None,Business Technical analyst for a banking project salary 90k
9,T & S Quantum,Singapore,5+ years of experience working with business stakeholders as data analyst. Guide team with technical and system architecture experience.... read more,Singapore,None,None,None,Senior Data & Reporting Project Manager
10,OCBC Bank: SG,Singapore,"Well versed in functional setup and knowledge of Enterprise Data Warehouse. Work with Solution Architects, Data Modelers, Systems Analysts, and Source system... read more",Singapore,127,None,44.4,Business Analyst (Risk Management)
11,Converzion,Singapore,"Based in Singapore and working for a dynamic regional team with other technologists, data analysts and project managers, as an early member of the Singapore... read more",Central Singapore,None,None,None,Web and Graphic Designer
12,Ambition,Singapore,"Data Analyst wanted for a leading Hedge fund firm! Strong experience in Data cleaning, Data mining and segmentation techniques.... read more",Singapore,7,None,51.0,Data Analyst (AVP/ VP)
3,NTT DATA Singapore Pte Ltd,Singapore,Incident & Problem Manager Job Purpose To ensure Incident Management processes are being adhered across enterprise. To ensure quick and accurate...,Singapore,1099,None,42.6,Incident and Problem Management Analyst
7,Denodo,Singapore,"Ability to analyze data. Familiarity with enterprise middleware, data integration software, web-based technologies....",Singapore,None,None,None,Marketing Manager
9,Denodo Technologies,Singapore,"Ability to analyze data. Familiarity with enterprise middleware, data integration software, web-based technologies....",Singapore,None,None,None,Marketing Manager
10,Verifone,Singapore,"Drives decision making through meaningful data and KPIs. Experienced managing large development teams, all disciplines including Project Management, Business...",Singapore,213,None,42.6,APAC Senior Director of Application Development
11,DELL,Singapore,"Strong data management and analytical skills. Enhancing process governance, ensuring alignment and data integrity....",Central Singapore,5905,None,51.0,Demand Supply Advisor/Senior Advisor (Supply Chain Nerve Center)
3,Aviva Asia Pte Ltd,Singapore,Analyst/Senior Analyst (IT Risk & Assurance). Ensure compliance of information technology or relevant data assets to Aviva standards and mandatory controls as...,Singapore,746,None,44.4,Analyst/Senior Analyst (IT Risk & Assurance)
4,Equinix,Singapore,"Monitor inbound/outbound interfaces for data issues, ensuring system synchronization (including some SOX control ownership....",Singapore,99,None,44.4,Business Analyst-Financial Systems
7,Comtel Solutions Pte Ltd,Singapore,"Either in master data management or handling large data warehouses, with an understanding of associated data quality issues and causes....",Singapore,3,None,52.8,Senior Business Analyst – Regulatory Reporting
8,HackerTrail,Singapore,"This posting is on behalf of our client, Visa - the global payments technology company connecting people every day through innovative payment solutions. Job...",Singapore,None,None,None,Technical Product Manager - Data Products (SGD 7K - 10K)
10,Ministry of Social and Family Development,Singapore,"We are looking for a data analyst with a keen interest in mining data to inform operations, operations policy and service planning decisions in SPSG....",Singapore,2,None,60.0,"Assistant Manager/Senior Executive, Strategy Branch"
12,GIC Investment,Singapore,"At least 5 years of working experience, with time spent as a business analyst, product manager or in process transformation....",Tanjong Pagar,None,None,None,"AVP/VP, Business Product Manager"
3,BNP Paribas,Singapore,"For Excel, a precise Data analysis methodology will be required. The Project Manager will also actively perform Business Analyst duties as required and write...",Singapore,1575,None,51.0,Project Manager Compliance - Process & Systems
4,Hudson,Singapore,You should have excellent analytical skills to evaluate large amount of data. One of the Trading arms of an Oil Giant is looking for a Market Analyst....,Singapore,156,None,42.6,Market Analyst (Commodity Trading)
5,Adecco Personnel,Singapore,Hands-on experience in data analyses and data modelling. Market Analyst Experienced needed. R1656825 Market Analyst Experienced needed Degree in Economics or...,Kallang,10892,None,43.8,Market Analyst (Up to 5.5k/Central/Market Analyst Experience)
6,R Systems(Singapore) Pte. Ltd,Singapore,Possess advanced knowledge of object-oriented design and development (OOA/OOD) and the J2EE framework and data architectures....,Singapore,None,"$4,500 - $5,000 a month",None,Java Developer
8,Aryan Search Pte Ltd,Singapore,"Understands concepts of Data Standards, Data Models, Data Mapping , Data Tool. Knowledge of ETL/ELT and worked in Data Warehouse projects....",Singapore,None,None,None,Business Technical analyst for a banking project salary 90k
9,Aitek Pte Ltd,Singapore,"Sreekanth Business analyst. As a Business Analyst in one of the industry verticals, you are expected to be involved in requirements analysis in a client...",Singapore,None,None,None,Business Analyst-3-6 months contract-Singapore
11,JP Morgan Chase,Singapore,"JPMorgan Private Bank is a global wealth management leader that delivers the highest quality advice, service, and capabilities to wealthy individuals and...",Singapore,14843,None,44.4,"Wealth Management, Senior Business Analyst, Associate"
12,Ambition,Singapore,"Data Analyst wanted for a leading Hedge fund firm! Strong experience in Data cleaning, Data mining and segmentation techniques....",Singapore,7,None,51.0,Data Analyst (AVP/ VP)
3,Visa,Singapore,Monitor and analyze contingent contractual obligations include research and data analysis across multiple data source systems and communicate outcome to...,Singapore,458,None,51.0,Senior Financial Analyst
4,ViSenze - Artificial Intelligence for the Visual W...,Singapore,"You are fluent in marketing automation tools, modern content marketing, data analytics and bring a KPI/data-centric approach to your work....",Singapore,None,None,None,Senior Marketing Manager (SaaS exp required)
5,Citi,Singapore,Big Data Processing design skills. Champion the adoption of big data processing best practices. As a member of CitiVelocity Data & Analytics development team...,Central Singapore,11065,None,44.4,Applications Development Senior Programmer Analyst
6,Citi,Singapore,Applications Development Senior Programmer Analyst. Driving a need for real-time market data and risk but also increasingly sophisticated tools to analyze and...,Central Singapore,11065,None,44.4,O&T - Applications Devevelopment Senior Programmer Analyst - .NET/HTML5
7,Citi,Singapore,Applications Development Senior Programmer Analyst. Driving a need for real-time market data and risk but also increasingly sophisticated tools to analyze and...,Central Singapore,11065,None,44.4,Applications Devevelopment Senior Programmer Analyst - .NET/HTML5
8,Citi,Singapore,Applications Development Senior Programmer Analyst. Driving a need for real-time market data and risk but also increasingly sophisticated tools to analyze and...,Central Singapore,11065,None,44.4,Applications Development Senior Programmer Analyst - .NET/HTML5
9,Avanade,Singapore,Problem solving in identifying problems on systems with data gathering and analysis and provide technical solutions....,Singapore,118,None,43.8,"Senior Analyst, Digital Solution Development"
10,People Profilers,Singapore,"Please be informed that the personal data you provided by way of your job application to People Profilers will be collected, used and disclosed by or on behalf...",Singapore,None,None,None,CRM Business Analyst
11,HeadHunt,Singapore,Liaising with business stakeholders on data collation and analysis. Experience working in SAP and Oracle based Data Warehouse is a Strong Advantage....,Singapore,None,None,None,Finance Analyst (1 Year Contract) - Huntsman
12,Sciente International Pte Ltd,Singapore,Perform data extraction using SQL scripts; An excellent opportunity for an IT professional to join an established firm as an IT Support Analyst....,Singapore,None,None,None,IT Support Analyst (JD#3564)
3,Capita Pte Ltd,Singapore,Able to understand business and information process flows and map them to BI data models. Gather BI requirements with business stakeholders and determine...,Singapore,None,"$4,000 - $6,000 a month",None,SAP BI Analyst (North - MNC)
4,Informa Business Intelligence,Singapore,"Our globally connected analyst team delivers deep data, timely insights, case reporting and highly respected analysis of market developments as well as valuable...",Singapore,7,None,29.4,Head of Sales APAC
5,HCL Technologies Limited,Singapore,Become a subject master in Data Centre Operations. Ensure all operational KPIs and Metrics are being met inside the Data Centre....,Singapore,6141,None,43.8,Data Center Operation Lead
6,National University of Singapore,Singapore,Perform advanced configuration and assist in complex/non-standard data extraction. Analyze business requirements with business analyst (BA) and propose...,Queenstown,114,None,51.6,Functional Lead (Operations)
7,Adecco Personnel,Singapore,"Data gap, cleansing, unstructured data management experience. The data analyst works with the data lead and Omni channel manager to identify areas of...",Singapore,10892,None,43.8,Data Analyst [Japanese speaking]
8,Aspire HK,Singapore,Work closely with the Community Manager and Data Analyst to conduct competitor reviews and identify insights. Do you have a #passion for all things social media...,Singapore,3,None,60.0,Social Media Strategist
9,BNP Paribas,Singapore,"About BNP Paribas in Asia Pacific ( www.apac.bnpparibas ) In Asia Pacific, BNP Paribas is one of the best-positioned international financial institutions with...",Singapore,1575,None,51.0,Payments IT - IT Senior System Analyst
10,Ambition Group Singapore Pte Ltd,Singapore,"The Senior Analyst. Data provided is for recruitment purposes only. PERM GLOBAL INTERNAL AUDIT- UP TO $8,000 (Senior Analyst)....",Singapore,None,None,None,"PERM GLOBAL INTERNAL AUDIT- UP TO $8,000 (Senior Analyst)"
11,Mintel Group,Singapore,Capability to interpret data. Experienced analyst as project manager and individual contributor. Examples of Consulting project scopes include brand strategy &...,Singapore,None,None,None,Associate Director (Client Service)
3,Reach International,Singapore,Streamline data flow to facilitate the clients' business processes. At least 4 years' experience as a Business Analyst centred around IT projects....,Singapore,None,None,None,Assistant Manager - Technology
4,Ambition,Singapore,"Data provided is for recruitment purposes only. As the business expanding, they are looking to expand their team and looking for a dedicated Treasury Analyst to...",Singapore,7,None,51.0,TREASURY ANALYST
5,Standard Chartered Bank,Singapore,"The Client360 area of the WorkBench displays all client data, including revenue, pipeline, call reports and other transactional data across the Wholesale Bank....",Singapore,1801,None,51.6,FrameWorks Development Lead
6,Page Personnel,Singapore,"In addition, you will be doing the data analysis as well. They have grown their business significantly over the years by acquisitions and they are now looking...",Singapore,85,None,39.0,Junior Financial Analyst
7,Allegis Group Singapore Pte Ltd,Singapore,Monitor and analyse contingent contractual obligations include research and data analysis across multiple data source systems and communicate outcome to...,Singapore,None,None,None,Senior Finance Analyst
8,InfoDrive Solutions,Singapore,Define data relationships (light modeling) in the BI tool. Cognos- Tech Lead....,Serangoon,None,"$7,000 a month",None,Cognos- Tech Lead
9,Oracle,Singapore,"Build / Leverage assets that help simplify available information into key sales messages helping sales teams with value based selling, business case definition,...",Singapore,3083,None,44.4,Principal Sales Consultant
10,Citi,Singapore,"The Security Operations Center Information Security Analyst will be part of the SOC Team This center monitors, analyses and responds to infrastructure threats...",Central Singapore,11065,None,44.4,IS - Operations Senior Analyst
11,Citi,Singapore,Accumulate facts from investigations to be utilized in presentation to Senior Analyst. Demonstrated ability to perform detailed analysis of raw data based on...,Central Singapore,11065,None,44.4,AML Operations Senior Analyst
12,Citi,Singapore,"Prior experience with and knowledge of information security processes and procedures, technologies, data protection laws/regulations, policies, risk assessment,...",Central Singapore,11065,None,44.4,IS Technology Senior Analyst
